Date,O,H,L,C
1496664000,142.425,142.822,142.326,142.692
1496678400,142.693,143.103,142.668,142.756
1496692800,142.757,142.772,142.503,142.51
1496707200,142.482,142.646,142.246,142.276
1496721600,142.276,142.304,141.709,142.056
1496736000,142.057,142.068,141.462,141.793
1496750400,141.79,141.826,140.856,141.019
1496764800,141.028,141.318,140.733,140.981
1496779200,140.982,141.349,140.719,141.195
1496793600,141.22,141.362,141.096,141.243
1496808000,141.242,141.455,141.187,141.337
1496822400,141.337,141.461,140.741,140.852
1496836800,140.852,141.345,140.83,141.322
1496851200,141.328,141.93,141.318,141.397
1496865600,141.393,142.379,141.39,142.273
1496880000,142.262,142.584,142.158,142.483
1496894400,142.482,142.496,141.98,142.063
1496908800,142.067,142.538,141.741,142.476
1496923200,142.474,142.766,142.106,142.216
1496937600,142.215,142.766,141.923,142.434
1496952000,142.435,142.611,142.137,142.479
1496966400,140.213,141.147,139.526,140.141
1496980800,140.14,141.083,140.075,140.646
1496995200,140.646,140.704,139.528,140.382
1497009600,140.385,141.12,140.207,140.747
1497024000,140.749,141.083,140.552,140.752
1497038400,140.752,140.766,140.092,140.556
1497225600,140.228,140.706,140.228,140.426
1497240000,140.426,140.775,140.375,140.633
1497254400,140.633,140.798,139.936,140.025
1497268800,140.022,140.098,139.106,139.395
1497283200,139.395,139.532,138.669,138.756
1497297600,138.756,139.228,138.736,139.111
1497312000,139.115,139.379,138.997,139.27
1497326400,139.268,139.426,139.055,139.219
1497340800,139.221,140.089,139.104,139.876
1497355200,139.88,140.21,139.831,140.141
1497369600,140.14,140.383,139.897,140.287
1497384000,140.286,140.396,140.135,140.341
1497398400,140.342,140.417,140.203,140.263
1497412800,140.263,140.353,140.184,140.321
1497427200,140.321,140.902,140.231,140.38
1497441600,140.382,140.577,139.837,139.885
1497456000,139.887,140.028,139.109,139.575
1497470400,139.576,139.895,139.378,139.656
1497484800,139.643,139.987,139.395,139.893
1497499200,139.893,139.893,139.573,139.727
1497513600,139.732,139.877,139.196,139.28
1497528000,139.279,140.757,139.197,140.557
1497542400,140.559,141.548,140.47,141.54
1497556800,141.539,141.584,141.4,141.441
1497571200,141.466,141.911,141.349,141.877
1497585600,141.877,142.181,141.78,142.017
1497600000,142.017,142.337,141.803,142.131
1497614400,142.138,142.292,141.925,141.953
1497628800,141.951,142,141.452,141.687
1497643200,141.691,141.81,141.59,141.676
1497830400,141.552,141.97,141.355,141.828
1497844800,141.829,141.914,141.646,141.745
1497859200,141.744,142.339,141.664,142.163
1497873600,142.163,142.285,141.866,142.076
1497888000,142.076,142.155,141.6,141.997
1497902400,141.998,142.089,141.887,141.983
1497916800,142.005,142.268,142.004,142.212
1497931200,142.208,142.287,142.149,142.228
1497945600,142.228,142.543,141.395,141.627
1497960000,141.623,141.783,140.868,141.025
1497974400,141.025,141.168,140.589,140.715
1497988800,140.715,140.835,140.638,140.739
1498003200,140.717,140.819,140.465,140.562
1498017600,140.562,140.657,140.458,140.554
1498032000,140.556,140.622,139.847,140.177
1498046400,140.175,141.759,140.073,141.668
1498060800,141.668,141.717,140.89,140.955
1498075200,140.956,141.165,140.806,141.078
1498089600,141.077,141.234,140.808,140.839
1498104000,140.839,140.905,140.469,140.801
1498118400,140.801,140.958,140.468,140.661
1498132800,140.663,141.112,140.56,140.646
1498147200,140.645,141.134,140.57,140.997
1498161600,140.997,141.231,140.976,141.172
1498176000,141.155,141.322,141.015,141.305
1498190400,141.305,141.449,141.226,141.385
1498204800,141.385,141.887,141.258,141.577
1498219200,141.576,141.721,141.446,141.623
1498233600,141.624,141.794,141.31,141.53
1498248000,141.531,141.664,141.462,141.462
1498435200,141.6,141.93,141.509,141.843
1498449600,141.843,141.951,141.809,141.842
1498464000,141.842,142.346,141.814,142.225
1498478400,142.225,142.283,141.823,141.954
1498492800,141.956,142.132,141.841,142.107
1498507200,142.108,142.363,141.963,142.262
1498521600,142.263,142.467,142.231,142.426
1498536000,142.426,142.561,142.272,142.341
1498550400,142.343,142.391,141.961,142.252
1498564800,142.254,142.927,142.23,142.857
1498579200,142.857,143.862,142.774,143.634
1498593600,143.637,144.214,143.436,143.908
1498608000,143.911,143.93,143.581,143.668
1498622400,143.67,143.826,143.59,143.702
1498636800,143.706,144.012,143.262,143.617
1498651200,143.617,144.103,143.547,143.782
1498665600,143.782,145.52,143.76,145.111
1498680000,145.113,145.356,144.965,145.111
1498694400,145.13,145.445,145.093,145.268
1498708800,145.27,145.598,145.253,145.403
1498723200,145.403,146.258,145.308,146.043
1498737600,146.043,146.46,145.664,146.334
1498752000,146.334,146.529,145.358,145.425
1498766400,145.42,145.911,145.36,145.865
1498780800,145.862,145.914,145.576,145.756
1498795200,145.756,145.928,145.48,145.744
1498809600,145.745,145.908,145.23,145.258
1498824000,145.282,145.548,145.135,145.421
1498838400,145.423,146.245,145.252,146.132
1498852800,146.134,146.547,146.109,146.366
1499040000,145.76,146.271,145.76,146.006
1499054400,146.005,146.318,145.966,146.257
1499068800,146.256,146.832,146.116,146.339
1499083200,146.339,146.605,146.273,146.49
1499097600,146.49,146.929,146.351,146.916
1499112000,146.916,146.927,146.654,146.656
1499126400,146.787,146.837,146.52,146.575
1499140800,146.575,146.684,146.378,146.511
1499155200,146.511,146.608,145.983,146.284
1499169600,146.282,146.479,146.215,146.351
1499184000,146.353,146.475,146.159,146.305
1499198400,146.306,146.391,146.217,146.29
1499212800,146.313,146.453,146.028,146.19
1499227200,146.189,146.275,146.006,146.256
1499241600,146.257,146.713,146.162,146.52
1499256000,146.519,146.797,146.421,146.704
1499270400,146.703,146.754,146.09,146.311
1499284800,146.311,146.596,146.112,146.553
1499299200,146.459,146.512,146.093,146.199
1499313600,146.198,146.343,146.048,146.242
1499328000,146.241,146.661,146.228,146.381
1499342400,146.382,147.271,146.354,146.622
1499356800,146.623,147.036,146.128,146.95
1499371200,146.95,146.998,146.753,146.804
1499385600,146.792,146.928,146.662,146.804
1499400000,146.806,147.609,146.786,147.349
1499414400,147.351,147.483,146.866,146.999
1499428800,147.001,147.001,146.463,146.673
1499443200,146.675,147.057,146.482,146.963
1499457600,146.962,146.972,146.669,146.805
1499644800,146.682,147.166,146.654,147.075
1499659200,147.074,147.29,147.07,147.151
1499673600,147.151,147.447,146.879,146.922
1499688000,146.921,147.199,146.78,146.992
1499702400,146.996,147.109,146.71,147.004
1499716800,147.004,147.071,146.832,146.855
1499731200,146.856,147.133,146.835,147.015
1499745600,147.014,147.294,146.897,147.248
1499760000,147.248,147.723,147.187,147.606
1499774400,147.605,147.775,147.135,147.174
1499788800,147.173,147.214,146.171,146.399
1499803200,146.4,146.508,146.188,146.332
1499817600,146.305,146.414,146.144,146.218
1499832000,146.218,146.225,145.634,145.759
1499846400,145.758,145.881,145.264,145.778
1499860800,145.779,146.314,145.603,145.655
1499875200,145.654,146.111,145.539,146.005
1499889600,146.005,146.122,145.744,145.745
1499904000,145.77,146.358,145.708,146.051
1499918400,146.051,146.115,145.551,145.804
1499932800,145.806,146.531,145.676,146.206
1499947200,146.206,146.81,145.843,146.678
1499961600,146.677,146.867,146.376,146.439
1499976000,146.438,146.632,146.385,146.559
1499990400,146.549,146.926,146.526,146.876
1500004800,146.876,146.977,146.762,146.935
1500019200,146.936,147.047,146.553,146.769
1500033600,146.769,146.956,146.009,146.132
1500048000,146.131,147.415,146.064,147.267
1500062400,147.269,147.577,147.102,147.371
1500249600,147.255,147.587,147.244,147.444
1500264000,147.444,147.607,147.393,147.463
1500278400,147.465,147.532,147.083,147.182
1500292800,147.182,147.206,146.756,147.031
1500307200,147.03,147.497,146.784,147.204
1500321600,147.205,147.24,146.908,146.993
1500336000,146.998,147.129,146.721,146.77
1500350400,146.769,147.06,146.61,146.727
1500364800,146.725,147.328,146.178,146.275
1500379200,146.275,146.424,145.524,145.581
1500393600,145.583,146.275,145.395,146.171
1500408000,146.175,146.289,146.051,146.116
1500422400,146.1,146.174,145.848,145.945
1500436800,145.943,146.105,145.912,145.995
1500451200,145.995,146.326,145.861,145.938
1500465600,145.938,146.229,145.387,145.441
1500480000,145.44,145.748,145.257,145.598
1500494400,145.601,145.81,145.488,145.743
1500508800,145.773,145.797,145.622,145.654
1500523200,145.652,146.045,145.565,145.899
1500537600,145.897,146.279,145.641,146.023
1500552000,146.023,146.035,145.153,145.566
1500566400,145.566,145.603,144.692,144.988
1500580800,144.991,145.344,144.888,145.132
1500595200,145.146,145.185,144.985,145.141
1500609600,145.142,145.315,145.024,145.169
1500624000,145.174,145.324,145.007,145.194
1500638400,145.195,145.308,144.645,144.675
1500652800,144.679,144.829,144.056,144.165
1500667200,144.166,144.49,144.154,144.379
1500854400,144.361,144.501,144.034,144.264
1500868800,144.262,144.536,144.111,144.528
1500883200,144.527,144.662,144.023,144.22
1500897600,144.219,144.526,144.214,144.361
1500912000,144.361,145.015,144.297,144.851
1500926400,144.85,144.966,144.703,144.723
1500940800,144.715,144.988,144.698,144.83
1500955200,144.833,144.942,144.574,144.594
1500969600,144.596,145.038,144.46,144.972
1500984000,144.973,145.887,144.928,145.83
1500998400,145.829,145.861,145.437,145.55
1501012800,145.543,145.89,145.435,145.696
1501027200,145.69,146.019,145.687,145.731
1501041600,145.732,145.945,145.614,145.643
1501056000,145.644,145.83,145.489,145.611
1501070400,145.613,145.974,145.551,145.806
1501084800,145.806,146.406,145.762,146.318
1501099200,146.316,146.405,145.621,145.838
1501113600,145.832,145.861,145.446,145.567
1501128000,145.569,145.966,145.47,145.893
1501142400,145.893,146.256,145.77,146.124
1501156800,146.122,146.557,146.117,146.519
1501171200,146.517,146.554,145.465,145.465
1501185600,145.468,145.554,145.127,145.312
1501200000,145.33,145.449,145.013,145.086
1501214400,145.085,145.404,145.055,145.228
1501228800,145.23,145.636,145.098,145.625
1501243200,145.627,145.777,145.274,145.348
1501257600,145.348,145.647,145.118,145.435
1501272000,145.432,145.597,145.288,145.334
1501459200,145.263,145.413,144.887,145.027
1501473600,145.027,145.16,144.953,145.055
1501488000,145.053,145.284,144.944,144.965
1501502400,144.963,145.154,144.815,144.968
1501516800,144.971,145.834,144.957,145.628
1501531200,145.63,145.798,145.419,145.646
1501545600,145.683,145.71,145.555,145.605
1501560000,145.606,145.818,145.402,145.667
1501574400,145.666,146.113,145.449,146.072
1501588800,146.071,146.164,145.806,146.073
1501603200,146.074,146.115,145.462,145.675
1501617600,145.674,145.788,145.588,145.708
1501632000,145.693,145.972,145.642,145.89
1501646400,145.897,146.462,145.832,146.364
1501660800,146.363,146.753,146.187,146.576
1501675200,146.576,146.707,146.404,146.599
1501689600,146.599,146.617,145.913,146.173
1501704000,146.173,146.478,146.053,146.366
1501718400,146.343,146.622,146.328,146.435
1501732800,146.435,146.493,146.088,146.329
1501747200,146.33,146.795,146.241,146.648
1501761600,146.652,146.725,144.793,144.903
1501776000,144.904,145.059,144.446,144.715
1501790400,144.725,144.746,144.382,144.533
1501804800,144.561,144.591,144.376,144.555
1501819200,144.552,144.744,144.533,144.671
1501833600,144.669,144.922,144.556,144.738
1501848000,144.737,145.272,144.58,144.878
1501862400,144.88,144.903,144.339,144.418
1501876800,144.418,144.489,144.226,144.276
1502064000,144.386,144.618,144.37,144.529
1502078400,144.529,144.57,144.404,144.542
1502092800,144.543,144.631,144.386,144.506
1502107200,144.506,144.714,144.286,144.346
1502121600,144.347,144.4,144.181,144.22
1502136000,144.218,144.389,144.187,144.313
1502150400,144.315,144.428,144.267,144.392
1502164800,144.392,144.461,144.262,144.316
1502179200,144.319,144.321,144.103,144.176
1502193600,144.176,144.198,143.521,143.63
1502208000,143.63,143.678,143.294,143.432
1502222400,143.432,143.58,143.18,143.247
1502236800,143.293,143.372,142.518,142.707
1502251200,142.706,142.792,142.465,142.778
1502265600,142.779,143.343,142.58,142.665
1502280000,142.665,143.033,142.275,142.552
1502294400,142.553,143.083,142.493,142.849
1502308800,142.852,143.163,142.793,143.064
1502323200,143.058,143.331,142.903,143.248
1502337600,143.249,143.334,142.845,142.908
1502352000,142.908,142.948,142.502,142.8
1502366400,142.802,142.819,142.429,142.601
1502380800,142.6,142.666,141.729,141.845
1502395200,141.847,141.915,141.643,141.661
1502409600,141.676,141.71,141.498,141.592
1502424000,141.592,141.678,141.383,141.541
1502438400,141.54,141.861,141.247,141.363
1502452800,141.361,141.794,141.264,141.376
1502467200,141.376,141.953,141.319,141.879
1502481600,141.879,142.075,141.711,141.984
1502668800,141.848,142.237,141.789,142.203
1502683200,142.203,142.678,142.199,142.462
1502697600,142.462,142.735,142.38,142.395
1502712000,142.394,142.441,142.105,142.287
1502726400,142.287,142.343,141.925,142.073
1502740800,142.074,142.284,142.043,142.092
1502755200,142.079,142.867,142.052,142.829
1502769600,142.828,142.957,142.766,142.934
1502784000,142.936,143.191,142.461,142.61
1502798400,142.61,142.701,142.066,142.421
1502812800,142.412,142.503,141.973,142.118
1502827200,142.116,142.48,142.027,142.344
1502841600,142.346,142.439,142.231,142.417
1502856000,142.414,142.491,142.31,142.446
1502870400,142.446,143.089,142.247,142.961
1502884800,142.956,143.095,142.46,142.529
1502899200,142.529,142.638,142.249,142.272
1502913600,142.267,142.298,141.72,142.007
1502928000,142.035,142.068,141.574,141.584
1502942400,141.585,141.864,141.507,141.803
1502956800,141.805,141.996,141.554,141.807
1502971200,141.812,142.036,141.545,141.983
1502985600,141.984,142.005,141.339,141.354
1503000000,141.353,141.407,140.851,140.957
1503014400,140.946,141.013,140.61,140.84
1503028800,140.842,141.07,140.824,140.907
1503043200,140.905,141.095,140.398,140.666
1503057600,140.674,140.808,140.28,140.302
1503072000,140.298,140.939,139.787,140.786
1503086400,140.78,140.87,140.51,140.567
1503273600,140.565,140.844,140.531,140.693
1503288000,140.695,140.732,140.567,140.628
1503302400,140.628,140.707,140.102,140.414
1503316800,140.414,140.711,140.323,140.448
1503331200,140.447,140.634,140.196,140.467
1503345600,140.47,140.608,140.221,140.545
1503360000,140.54,140.871,140.424,140.789
1503374400,140.789,141.034,140.724,140.762
1503388800,140.76,140.901,140.404,140.498
1503403200,140.496,140.496,140.067,140.176
1503417600,140.176,140.558,140.057,140.549
1503432000,140.549,140.552,140.318,140.435
1503446400,140.482,140.791,140.461,140.537
1503460800,140.537,140.644,140.206,140.273
1503475200,140.274,140.534,139.925,140.071
1503489600,140.072,140.201,139.611,139.657
1503504000,139.656,139.76,139.435,139.619
1503518400,139.621,139.778,139.458,139.57
1503532800,139.57,139.672,139.304,139.652
1503547200,139.65,139.683,139.538,139.572
1503561600,139.573,140.158,139.402,140.11
1503576000,140.111,140.44,140.061,140.335
1503590400,140.334,140.349,139.819,139.858
1503604800,139.856,140.28,139.82,140.195
1503619200,140.202,140.588,140.13,140.497
1503633600,140.497,140.514,140.3,140.355
1503648000,140.355,140.561,140.213,140.472
1503662400,140.473,140.828,140.465,140.763
1503676800,140.769,140.844,140.399,140.681
1503691200,140.682,140.862,140.594,140.821
1503878400,141.005,141.192,140.614,140.726
1503892800,140.725,140.747,140.436,140.54
1503907200,140.541,140.914,140.478,140.9
1503921600,140.899,141.295,140.78,141.166
1503936000,141.167,141.305,141.024,141.218
1503950400,141.217,141.412,141.073,141.246
1503964800,141.237,141.293,140.006,140.77
1503979200,140.771,140.868,140.546,140.843
1503993600,140.843,141.089,140.537,140.577
1504008000,140.577,140.898,140.411,140.61
1504022400,140.611,141.197,140.407,141.101
1504036800,141.104,141.996,141.065,141.72
1504051200,141.669,142.037,141.558,141.954
1504065600,141.954,141.984,141.809,141.911
1504080000,141.911,142.234,141.881,141.977
1504094400,141.978,142.404,141.802,142.19
1504108800,142.191,142.638,142.148,142.638
1504123200,142.634,142.772,142.445,142.455
1504137600,142.457,142.785,142.377,142.644
1504152000,142.643,142.899,142.576,142.806
1504166400,142.801,142.899,142.395,142.479
1504180800,142.479,142.579,142.087,142.246
1504195200,142.247,142.275,141.547,142.021
1504209600,142.021,142.314,141.982,142.164
1504224000,142.166,142.566,142.071,142.512
1504238400,142.514,142.568,142.173,142.198
1504252800,142.199,142.361,142.1,142.274
1504267200,142.275,142.945,142.149,142.707
1504281600,142.709,142.99,142.587,142.873
1504296000,142.872,142.916,142.705,142.791
1504483200,141.933,142.495,141.85,142.28
1504497600,142.279,142.323,142.17,142.214
1504512000,142.214,142.227,141.586,141.649
1504526400,141.646,142.221,141.643,142.09
1504540800,142.089,142.089,141.582,141.709
1504555200,141.708,141.863,141.587,141.83
1504569600,141.738,141.928,141.585,141.612
1504584000,141.609,141.62,141.191,141.417
1504598400,141.416,141.565,141.228,141.437
1504612800,141.436,141.822,141.348,141.723
1504627200,141.725,141.9,141.51,141.561
1504641600,141.561,141.843,141.357,141.774
1504656000,141.776,141.815,141.489,141.633
1504670400,141.634,141.788,141.555,141.646
1504684800,141.645,141.876,141.366,141.752
1504699200,141.752,142.151,141.422,142.051
1504713600,142.051,142.543,142.01,142.408
1504728000,142.407,142.679,142.401,142.424
1504742400,142.404,142.538,142.174,142.367
1504756800,142.371,142.47,142.233,142.268
1504771200,142.266,142.375,142.067,142.375
1504785600,142.372,142.623,142.152,142.427
1504800000,142.425,142.678,141.482,141.808
1504814400,141.808,142.217,141.715,142.04
1504828800,142.045,142.052,141.737,141.953
1504843200,141.955,142.155,141.853,141.922
1504857600,141.916,141.942,141.342,141.509
1504872000,141.509,142.298,141.427,142.159
1504886400,142.16,142.547,142.132,142.255
1504900800,142.25,142.393,142.086,142.261
1505088000,142.618,143.048,142.541,142.946
1505102400,142.948,143.057,142.726,142.756
1505116800,142.757,143.207,142.692,143.033
1505131200,143.035,143.68,142.941,143.467
1505145600,143.466,143.863,143.466,143.752
1505160000,143.754,144.172,143.754,143.953
1505174400,143.955,144.241,143.902,144.186
1505188800,144.186,144.193,144.008,144.098
1505203200,144.1,145.582,144.089,145.557
1505217600,145.557,145.955,145.363,145.747
1505232000,145.749,146.257,145.364,146.065
1505246400,146.065,146.536,146.009,146.3
1505260800,146.267,146.572,146.184,146.334
1505275200,146.332,146.592,146.292,146.547
1505289600,146.545,146.661,145.937,146.091
1505304000,146.091,146.211,145.745,146.135
1505318400,146.136,146.461,145.969,146.099
1505332800,146.099,146.123,145.629,145.95
1505347200,145.919,146.124,145.82,146.027
1505361600,146.025,146.227,145.78,145.843
1505376000,145.843,146.023,145.719,145.731
1505390400,145.731,148.122,145.182,147.644
1505404800,147.643,148.343,147.612,148.248
1505419200,148.248,148.319,147.52,147.651
1505433600,147.646,147.75,146.616,147.493
1505448000,147.497,147.93,147.418,147.889
1505462400,147.889,149.822,147.881,149.81
1505476800,149.814,151.542,149.725,150.31
1505491200,150.313,151.105,150.155,150.379
1505505600,150.378,150.799,150.349,150.641
1505692800,150.604,151.049,150.604,151.03
1505707200,151.03,151.247,150.982,151.069
1505721600,151.069,151.511,150.769,151.008
1505736000,151.008,151.123,150.518,151.006
1505750400,151.006,151.27,150.141,150.414
1505764800,150.414,150.668,150.277,150.527
1505779200,150.53,150.798,150.405,150.657
1505793600,150.654,151.165,150.61,151.065
1505808000,151.065,151.59,150.323,150.342
1505822400,150.341,150.999,150.293,150.737
1505836800,150.735,150.903,150.13,150.733
1505851200,150.733,150.967,150.49,150.743
1505865600,150.558,150.92,150.505,150.728
1505880000,150.726,150.874,150.59,150.59
1505894400,150.59,151.51,150.485,151.06
1505908800,151.06,151.182,150.461,150.789
1505923200,150.789,151.418,150.68,151.285
1505937600,151.289,152.129,151.171,151.385
1505952000,151.386,151.981,151.368,151.743
1505966400,151.743,151.84,151.58,151.653
1505980800,151.655,152.25,151.454,151.511
1505995200,151.513,151.836,151.463,151.695
1506009600,151.695,152.626,151.498,152.605
1506024000,152.601,152.855,152.588,152.731
1506038400,152.728,152.771,152.301,152.361
1506052800,152.363,152.412,151.628,151.84
1506067200,151.841,152.327,151.751,152.014
1506081600,152.015,152.251,151.597,152.138
1506096000,152.139,152.194,150.978,151.675
1506110400,151.674,151.71,150.676,151.092
1506297600,151.265,152.251,151.209,152.141
1506312000,152.143,152.164,151.724,152.002
1506326400,152.002,152.264,151.618,151.749
1506340800,151.751,151.856,151.053,151.739
1506355200,151.738,151.784,149.749,150.089
1506369600,150.089,150.532,150.047,150.412
1506384000,150.438,150.691,150.228,150.364
1506398400,150.363,150.589,150.296,150.39
1506412800,150.389,150.908,150.191,150.696
1506427200,150.695,150.715,149.983,150.681
1506441600,150.679,151.016,150.392,150.805
1506456000,150.805,151.067,150.718,150.983
1506470400,150.997,151.272,150.98,151.133
1506484800,151.135,151.193,150.823,150.894
1506499200,150.894,151.295,150.552,151.204
1506513600,151.202,151.603,151.075,151.492
1506528000,151.491,151.596,150.574,151.019
1506542400,151.019,151.25,150.925,150.971
1506556800,150.976,151.395,150.855,151.31
1506571200,151.31,151.311,150.996,151.179
1506585600,151.179,151.321,150.465,150.682
1506600000,150.683,151.311,150.608,151.225
1506614400,151.23,151.578,151.028,151.118
1506628800,151.117,151.259,150.851,150.913
1506643200,150.968,151.277,150.896,151.162
1506657600,151.164,151.21,150.986,151.095
1506672000,151.095,151.224,150.437,150.512
1506686400,150.513,150.717,150.199,150.444
1506700800,150.444,151.129,150.296,150.852
1506715200,150.851,150.953,150.614,150.671
1506902400,150.617,150.963,150.377,150.89
1506916800,150.89,150.948,150.741,150.829
1506931200,150.83,150.908,150.075,150.205
1506945600,150.205,150.285,149.418,149.556
1506960000,149.554,149.82,149.274,149.561
1506974400,149.567,149.753,149.523,149.624
1506988800,149.657,149.771,149.473,149.672
1507003200,149.674,149.975,149.468,149.943
1507017600,149.945,150.235,149.753,149.84
1507032000,149.84,149.943,149.472,149.673
1507046400,149.673,149.762,149.294,149.469
1507060800,149.47,149.593,149.286,149.286
1507075200,149.272,149.475,149.211,149.302
1507089600,149.303,149.508,149.244,149.378
1507104000,149.378,149.556,149.035,149.399
1507118400,149.4,149.465,149.1,149.324
1507132800,149.324,149.901,149.321,149.732
1507147200,149.734,149.741,149.303,149.316
1507161600,149.343,149.454,149.189,149.19
1507176000,149.191,149.345,149.108,149.302
1507190400,149.301,149.345,148.443,148.527
1507204800,148.526,148.627,147.679,147.708
1507219200,147.708,148.189,147.679,148.08
1507233600,148.08,148.118,147.865,147.976
