O,H,L,C
15934.0,15948.99,15876.24,15924.95
15920.0,15920.0,15605.88,15629.98
15629.98,15737.52,15522.01,15554.22
15554.2,15720.0,15455.0,15716.36
15719.99,15720.0,15501.01,15569.25
15569.25,15569.25,15444.4,15444.4
15444.4,15499.99,15209.09,15420.49
15420.56,15459.26,15326.52,15385.0
15384.99,15400.0,15101.22,15165.24
15165.44,15219.47,15000.0,15013.16
15013.16,15013.16,14709.0,14749.02
14749.02,14799.39,14314.93,14399.99
14314.95,15050.0,13788.99,14799.99
14777.12,15050.0,14150.0,14990.03
14999.3,15100.0,14610.02,14862.47
14900.0,15388.79,14862.58,15160.0
15100.94,15449.0,15100.94,15449.0
15448.84,15700.0,15280.01,15280.04
15280.05,15614.65,15249.05,15590.07
15599.0,15679.76,15500.0,15613.9
15600.02,15600.02,15400.01,15481.34
15463.37,15463.37,15050.01,15096.19
15096.2,15391.0,15042.57,15391.0
15389.2,15722.0,15389.2,15700.0
15700.0,15745.56,15502.5,15566.98
15561.68,15561.68,15303.57,15544.99
15507.1,15550.0,15505.05,15519.65
15510.01,15579.79,15422.49,15549.99
15550.0,15600.0,15504.0,15600.0
15599.99,15620.52,15360.0,15370.58
15370.57,15370.57,15170.0,15179.53
15179.43,15277.39,15079.7,15250.3
15254.97,15274.0,15100.72,15115.0
15115.02,15115.02,14760.0,14798.87
14798.87,15198.99,14760.01,15180.24
15189.34,15349.99,15139.2,15151.01
15189.33,15431.12,15150.0,15355.01
15359.97,15587.99,15359.97,15521.56
15509.98,15543.11,15299.97,15352.43
15378.79,15383.78,15251.29,15346.58
15346.59,15600.0,15305.33,15570.04
15571.48,15598.74,15449.98,15470.51
15470.5,15580.0,15450.67,15555.55
15555.55,15562.97,15444.6,15489.82
15475.39,15597.0,15475.36,15588.87
15596.99,15598.72,15489.13,15523.0
15523.01,15600.0,15520.0,15600.0
15600.0,15998.9,15599.99,15984.0
15983.99,16300.0,15980.01,16300.0
16300.0,16476.99,16000.0,16368.83
16350.06,16584.71,16350.0,16562.52
16562.51,16711.31,16538.12,16711.3
16711.3,16711.31,16390.79,16450.0
16449.88,16589.0,16370.01,16587.77
16587.77,16630.0,16333.2,16338.67
16338.67,16476.5,16335.0,16350.0
16350.0,16350.0,16051.78,16060.85
16060.85,16264.12,16045.0,16200.34
16224.95,16225.0,16110.0,16130.65
16130.65,16198.59,16006.0,16015.02
16015.02,16015.02,15854.15,16000.0
16000.0,16166.68,15877.44,16000.0
15999.99,16049.98,15975.0,16019.12
16019.12,16089.42,15925.0,15925.05
15929.87,16000.0,15750.0,15766.0
15760.11,15985.0,15760.1,15900.0
15900.0,16075.0,15899.99,16075.0
16074.99,16199.98,16034.04,16064.93
16085.92,16200.0,16085.92,16106.0
16106.0,16200.0,16099.0,16151.02
16151.01,16151.01,16006.0,16125.0
16125.0,16125.0,16001.0,16080.19
16080.19,16098.72,15822.4,15829.26
15829.26,15918.49,15653.38,15874.99
15875.0,15875.0,15557.0,15629.99
15630.0,15699.95,15300.0,15402.0
15402.89,15750.0,15400.06,15681.98
15671.77,15896.99,15600.0,15877.93
15834.41,15839.99,15710.42,15710.42
15712.0,15712.93,15421.99,15639.0
15639.01,15695.52,15500.0,15695.51
15695.52,15799.99,15650.0,15735.18
15735.18,15738.01,15575.12,15738.01
15738.01,15760.0,15700.0,15756.72
15756.72,15764.46,15658.27,15658.28
15660.44,15683.0,15583.64,15683.0
15683.0,15698.0,15610.36,15693.25
15693.25,15699.99,15643.04,15678.99
15679.0,15692.0,15601.0,15636.0
15636.0,15636.0,15200.0,15375.1
15399.85,15537.0,15399.0,15510.0
15509.99,15540.0,15403.48,15458.0
15451.57,15458.0,15250.0,15281.99
15281.99,15434.0,15281.99,15416.85
15416.85,15418.0,15375.0,15394.96
15394.97,15394.97,15300.0,15340.0
15340.0,15379.0,15315.8,15350.57
15350.58,15440.0,15311.54,15422.22
15422.22,15489.92,15422.22,15479.77
15471.98,15635.0,15458.0,15611.86
15611.86,15624.0,15550.0,15591.48
15591.48,15690.0,15550.01,15690.0
15690.0,15700.0,15600.0,15689.0
15689.0,15875.0,15689.0,15875.0
15875.0,15958.19,15834.04,15882.11
15881.89,15881.89,15560.08,15700.0
15698.82,15747.76,15612.66,15719.71
15720.0,15745.0,15719.74,15741.96
15744.23,15795.86,15629.27,15643.07
15643.07,15728.49,15643.06,15672.0
15672.01,15675.0,15600.0,15622.33
15619.68,15641.34,15605.0,15625.68
15625.67,15625.68,15511.0,15601.16
15601.16,15675.0,15601.16,15660.62
15672.08,15790.0,15667.27,15778.88
15778.87,15778.88,15685.39,15721.74
15720.43,15720.99,15612.43,15634.09
15634.09,15634.09,15575.0,15590.0
15590.0,15590.0,15551.52,15551.53
15551.53,15629.15,15551.52,15623.24
15623.25,15698.0,15623.24,15685.4
15685.41,15729.0,15651.0,15700.0
15693.78,15706.0,15600.0,15600.0
15617.78,15658.62,15525.0,15525.0
15525.01,15675.0,15525.0,15670.6
15670.59,15670.8,15620.38,15659.97
15659.98,15688.0,15644.0,15688.0
15688.0,15770.69,15688.0,15770.68
15770.67,15841.0,15730.0,15748.11
15746.62,15840.0,15730.0,15839.99
15840.0,15840.0,15800.0,15803.72
15803.71,16098.21,15803.71,16090.99
16090.99,16091.0,15895.18,15982.0
15982.01,16037.0,15971.33,16033.01
16033.01,16098.0,16024.36,16098.0
16098.0,16379.99,16097.99,16317.26
16317.26,16317.26,16056.74,16160.54
16160.54,16280.0,16159.0,16263.52
16271.9,16397.0,16200.0,16349.84
16349.82,16462.0,16349.82,16459.99
16461.61,16469.0,16344.0,16344.99
16344.99,16405.0,16344.0,16344.01
16344.0,16349.0,16238.54,16300.01
16300.0,16349.0,16260.97,16289.67
16289.67,16289.67,16107.0,16149.99
16149.99,16249.99,16149.98,16241.01
16241.01,16300.0,16230.0,16240.0
16240.22,16300.0,16229.0,16298.5
16298.45,16333.0,16250.0,16284.78
16284.63,16329.99,16284.63,16329.89
16329.99,16350.0,16324.19,16344.63
16344.64,16380.0,16344.58,16369.01
16369.0,16369.01,16180.0,16268.43
16268.43,16278.47,16268.42,16278.46
16278.47,16278.47,16277.0,16277.01
16277.0,16339.0,16277.0,16303.01
16303.01,16390.0,16303.0,16390.0
16390.0,16392.0,16338.99,16389.96
16389.97,16469.57,16389.97,16469.57
16469.58,16490.0,16469.58,16490.0
16490.0,16490.99,16473.23,16473.24
16473.23,16492.0,16354.0,16367.03
